Participant,Condition,Gender,Cohort,Timepoint,Semester_Week,Test_Version,Part,Question,Item,Score,Item-Level Accuracy,Accuracy_Raw,Baseline_Threat,EMA_Threat,perception,rating
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,4,B04,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Difficulty,4
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,5,B05,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Confidence,5
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,5,B05,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,5,B05,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Difficulty,4
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,6,B06,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Confidence,4
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,6,B06,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,6,B06,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Difficulty,5
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,7,B07,1,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Confidence,2
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,7,B07,1,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,7,B07,1,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Difficulty,4
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,8,B08,1,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Confidence,1
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,8,B08,1,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,8,B08,1,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Difficulty,5
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,9,B09,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Confidence,2
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,9,B09,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,9,B09,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Difficulty,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,10,B10,0.5,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Confidence,5
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,10,B10,0.5,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,10,B10,0.5,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Difficulty,5
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Quantitative,1,A01,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Confidence,1
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Quantitative,1,A01,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Quantitative,1,A01,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Difficulty,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,2,A02,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Confidence,4
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,2,A02,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,2,A02,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Difficulty,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,3,A03,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Confidence,2
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,3,A03,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,3,A03,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Difficulty,5
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,4,A04,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Confidence,4
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,4,A04,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,4,A04,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Difficulty,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,5,A05,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Confidence,4
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,5,A05,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,5,A05,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Difficulty,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,6,A06,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Confidence,4
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,6,A06,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Categorization,6,A06,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Difficulty,4
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Qualitative,7,A07,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Confidence,4
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Qualitative,7,A07,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Anxiety,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Qualitative,7,A07,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Difficulty,5
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Qualitative,8,A08,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Confidence,5
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Qualitative,8,A08,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Anxiety,4
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Qualitative,8,A08,0,-0.4354198473282452,0,1.631319910514541,3.4166666666666665,Difficulty,4
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Qualitative,9,A09,1,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Confidence,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Qualitative,9,A09,1,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Anxiety,3
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Qualitative,9,A09,1,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Difficulty,2
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Qualitative,10,A10,0.5,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Confidence,6
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Qualitative,10,A10,0.5,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Anxiety,1
mvU3yT4uTFpW58Z0,Control,Men,Cohort 1,Posttest,1.9127516778523486,A,Qualitative,10,A10,0.5,0.5645801526717549,1,1.631319910514541,3.4166666666666665,Difficulty,1
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Quantitative,1,A01,0,-0.4354198473282452,0,-0.9686800894854586,3,Confidence,1
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Quantitative,1,A01,0,-0.4354198473282452,0,-0.9686800894854586,3,Anxiety,4
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Quantitative,1,A01,0,-0.4354198473282452,0,-0.9686800894854586,3,Difficulty,3
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,2,A02,1,0.5645801526717549,1,-0.9686800894854586,3,Confidence,5
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,2,A02,1,0.5645801526717549,1,-0.9686800894854586,3,Anxiety,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,2,A02,1,0.5645801526717549,1,-0.9686800894854586,3,Difficulty,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,3,A03,1,0.5645801526717549,1,-0.9686800894854586,3,Confidence,6
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,3,A03,1,0.5645801526717549,1,-0.9686800894854586,3,Anxiety,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,3,A03,1,0.5645801526717549,1,-0.9686800894854586,3,Difficulty,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,4,A04,0,-0.4354198473282452,0,-0.9686800894854586,3,Confidence,6
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,4,A04,0,-0.4354198473282452,0,-0.9686800894854586,3,Anxiety,1
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,4,A04,0,-0.4354198473282452,0,-0.9686800894854586,3,Difficulty,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,5,A05,0,-0.4354198473282452,0,-0.9686800894854586,3,Confidence,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,5,A05,0,-0.4354198473282452,0,-0.9686800894854586,3,Anxiety,4
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,5,A05,0,-0.4354198473282452,0,-0.9686800894854586,3,Difficulty,4
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,6,A06,0,-0.4354198473282452,0,-0.9686800894854586,3,Confidence,4
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,6,A06,0,-0.4354198473282452,0,-0.9686800894854586,3,Anxiety,3
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Categorization,6,A06,0,-0.4354198473282452,0,-0.9686800894854586,3,Difficulty,3
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Qualitative,7,A07,1,0.5645801526717549,1,-0.9686800894854586,3,Confidence,4
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Qualitative,7,A07,1,0.5645801526717549,1,-0.9686800894854586,3,Anxiety,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Qualitative,7,A07,1,0.5645801526717549,1,-0.9686800894854586,3,Difficulty,3
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Qualitative,8,A08,0,-0.4354198473282452,0,-0.9686800894854586,3,Confidence,1
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Qualitative,8,A08,0,-0.4354198473282452,0,-0.9686800894854586,3,Anxiety,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Qualitative,8,A08,0,-0.4354198473282452,0,-0.9686800894854586,3,Difficulty,4
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Qualitative,9,A09,1,0.5645801526717549,1,-0.9686800894854586,3,Confidence,3
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Qualitative,9,A09,1,0.5645801526717549,1,-0.9686800894854586,3,Anxiety,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Qualitative,9,A09,1,0.5645801526717549,1,-0.9686800894854586,3,Difficulty,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Qualitative,10,A10,0.5,0.5645801526717549,1,-0.9686800894854586,3,Confidence,5
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Qualitative,10,A10,0.5,0.5645801526717549,1,-0.9686800894854586,3,Anxiety,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Baseline,1.9127516778523486,A,Qualitative,10,A10,0.5,0.5645801526717549,1,-0.9686800894854586,3,Difficulty,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Quantitative,1,B01,0,-0.4354198473282452,0,-0.9686800894854586,3,Confidence,1
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Quantitative,1,B01,0,-0.4354198473282452,0,-0.9686800894854586,3,Anxiety,6
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Quantitative,1,B01,0,-0.4354198473282452,0,-0.9686800894854586,3,Difficulty,5
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,2,B02,0,-0.4354198473282452,0,-0.9686800894854586,3,Confidence,6
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,2,B02,0,-0.4354198473282452,0,-0.9686800894854586,3,Anxiety,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,2,B02,0,-0.4354198473282452,0,-0.9686800894854586,3,Difficulty,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,3,B03,1,0.5645801526717549,1,-0.9686800894854586,3,Confidence,4
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,3,B03,1,0.5645801526717549,1,-0.9686800894854586,3,Anxiety,4
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,3,B03,1,0.5645801526717549,1,-0.9686800894854586,3,Difficulty,3
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,4,B04,0,-0.4354198473282452,0,-0.9686800894854586,3,Confidence,6
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,4,B04,0,-0.4354198473282452,0,-0.9686800894854586,3,Anxiety,1
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,4,B04,0,-0.4354198473282452,0,-0.9686800894854586,3,Difficulty,1
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,5,B05,1,0.5645801526717549,1,-0.9686800894854586,3,Confidence,5
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,5,B05,1,0.5645801526717549,1,-0.9686800894854586,3,Anxiety,3
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,5,B05,1,0.5645801526717549,1,-0.9686800894854586,3,Difficulty,4
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,6,B06,0,-0.4354198473282452,0,-0.9686800894854586,3,Confidence,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,6,B06,0,-0.4354198473282452,0,-0.9686800894854586,3,Anxiety,4
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Categorization,6,B06,0,-0.4354198473282452,0,-0.9686800894854586,3,Difficulty,4
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Qualitative,7,B07,1,0.5645801526717549,1,-0.9686800894854586,3,Confidence,6
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Qualitative,7,B07,1,0.5645801526717549,1,-0.9686800894854586,3,Anxiety,1
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Qualitative,7,B07,1,0.5645801526717549,1,-0.9686800894854586,3,Difficulty,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Qualitative,8,B08,1,0.5645801526717549,1,-0.9686800894854586,3,Confidence,6
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Qualitative,8,B08,1,0.5645801526717549,1,-0.9686800894854586,3,Anxiety,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Qualitative,8,B08,1,0.5645801526717549,1,-0.9686800894854586,3,Difficulty,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Qualitative,9,B09,1,0.5645801526717549,1,-0.9686800894854586,3,Confidence,6
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Qualitative,9,B09,1,0.5645801526717549,1,-0.9686800894854586,3,Anxiety,1
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Qualitative,9,B09,1,0.5645801526717549,1,-0.9686800894854586,3,Difficulty,2
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Qualitative,10,B10,0.5,0.5645801526717549,1,-0.9686800894854586,3,Confidence,1
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Qualitative,10,B10,0.5,0.5645801526717549,1,-0.9686800894854586,3,Anxiety,4
bTvjXPvFUSNyAt5t,Control,Men,Cohort 1,Posttest,1.9127516778523486,B,Qualitative,10,B10,0.5,0.5645801526717549,1,-0.9686800894854586,3,Difficulty,4
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Quantitative,1,B01,0.222222222,0.5645801526717549,1,-1.368680089485459,-0.6666666666666666,Confidence,4
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Quantitative,1,B01,0.222222222,0.5645801526717549,1,-1.368680089485459,-0.6666666666666666,Anxiety,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Quantitative,1,B01,0.222222222,0.5645801526717549,1,-1.368680089485459,-0.6666666666666666,Difficulty,4
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,2,B02,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Confidence,5
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,2,B02,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Anxiety,2
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,2,B02,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Difficulty,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,3,B03,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Confidence,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,3,B03,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Anxiety,2
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,3,B03,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Difficulty,4
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,4,B04,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Confidence,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,4,B04,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Anxiety,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,4,B04,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Difficulty,4
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,5,B05,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Confidence,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,5,B05,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Anxiety,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,5,B05,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Difficulty,4
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,6,B06,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Confidence,4
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,6,B06,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Anxiety,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Categorization,6,B06,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Difficulty,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,7,B07,1,0.5645801526717549,1,-1.368680089485459,-0.6666666666666666,Confidence,5
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,7,B07,1,0.5645801526717549,1,-1.368680089485459,-0.6666666666666666,Anxiety,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,7,B07,1,0.5645801526717549,1,-1.368680089485459,-0.6666666666666666,Difficulty,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,8,B08,1,0.5645801526717549,1,-1.368680089485459,-0.6666666666666666,Confidence,4
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,8,B08,1,0.5645801526717549,1,-1.368680089485459,-0.6666666666666666,Anxiety,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,8,B08,1,0.5645801526717549,1,-1.368680089485459,-0.6666666666666666,Difficulty,3
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,9,B09,1,0.5645801526717549,1,-1.368680089485459,-0.6666666666666666,Confidence,5
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,9,B09,1,0.5645801526717549,1,-1.368680089485459,-0.6666666666666666,Anxiety,2
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,9,B09,1,0.5645801526717549,1,-1.368680089485459,-0.6666666666666666,Difficulty,2
hx3UKKU6JFfdaKwU,Control,Men,Cohort 1,Baseline,1.9127516778523486,B,Qualitative,10,B10,0,-0.4354198473282452,0,-1.368680089485459,-0.6666666666666666,Confidence,4
